Year,Type,Fund_Name,Assets,Liabilities,County
2016,police,Channahon Police Pension Fund,7411528.09,12222738.35,Will
2016,police,Charleston Police Pension Fund,12452689.13,27285123.04,Coles
2016,police,Chatham Police Pension Fund,6360592.53,9721443.07,Sangamon
2016,police,Cherry Valley Police Pension Fund,2937128.95,11687868.83,Winnebago
2016,police,Chester Police Pension Fund,3111385.9,4073671.83,Randolph
2016,police,Chicago Heights Police Pension Fund,45840817.49,93927853.61,Cook
2016,police,Chicago Ridge Police Pension Fund,19376672.61,36235114.57,Cook
2016,police,Chillicothe Police Pension Fund,3402281.32,5288813.7,Peoria
2016,police,Cicero Police Pension Fund,67453026.61,134575605.3,Cook
2016,police,Clarendon Hills Police Pension Fund,9666540.43,15280955.88,DuPage
2016,police,Clinton Police Pension Fund,5495735.51,5587368.11,DeWitt
2016,police,Coal City Police Pension Fund,2060294.32,7956173.7,Grundy
2016,police,Collinsville Police Pension Fund,24865477.64,37419866.42,Madison
2016,police,Colona Police Pension Fund,2087190.76,4871770.76,Henry
2016,police,Columbia Police Pension Fund,5762094.34,8107380.28,Monroe
2016,police,Country Club Hills Police Pension Fund,19014966.89,34852165.48,Cook
2016,police,Countryside Police Pension Fund,19299744.74,35076247.56,Cook
2016,police,Crest Hill Police Pension Fund,16409308.34,23186145.84,Will
2016,police,Crestwood Police Pension Fund,576640.48,1253548.47,Cook
2016,police,Crete Police Pension Fund,7191074.89,9895351.6,Will
2016,police,Creve Coeur Police Pension Fund,1933082.69,3663096.05,Tazewell
2016,police,Crystal Lake Police Pension Fund,35715105.53,60311259.78,McHenry
2016,police,Danville Police Pension Fund,18280013.3,59945026.73,Vermilion
2016,police,Darien Police Pension Fund,25506263.26,42551281.84,DuPage
2016,police,Decatur Police Pension Fund,99877323.65,154949118.2,Macon
2016,police,Deerfield Police Pension Fund,43052683.74,54322149.81,Cook
2016,police,Dekalb Police Pension Fund,32712245.9,67074426.97,DeKalb
2016,police,Des Plaines Police Pension Fund,66886154.14,139030100.3,Cook
2016,police,Dixon Police Pension Fund,14924200.91,22478512.27,Lee
2016,police,Dolton Police Pension Fund,26104894.19,36767427.92,Cook
2016,police,Downers Grove Police Pension Fund,52588915.35,93290077.27,DuPage
2016,police,Duquoin Police Pension Fund,4076742.9,7367424.91,Perry
2016,police,East Alton Police Pension Fund,3039371.26,8900056.05,Madison
2016,police,East Dundee Police Pension Fund,8351054.78,14465387.52,Cook
2016,police,East Moline Police Pension Fund,20618926.73,34752832.13,Rock Island
2016,police,East Peoria Police Pension Fund,27092935.76,43182265.67,Tazewell
2016,police,East St Louis Police Pension Fund,18155808.89,48418501.27,St. Clair
2016,police,Edwardsville Police Pension Fund,20623720.52,28710417,Madison
2016,police,Effingham Police Pension Fund,14726786.15,20038836.3,Effingham
2016,police,Elburn Police Pension Fund,990018.93,2940684.72,Kane
2016,police,Eldorado Police Pension Fund,1700642.57,2720452.23,Saline
2016,police,Elgin Police Pension Fund,101506872.7,206137697.8,Cook
2016,police,Elk Grove Village Police Pension Fund,74144611.9,117118864.1,Cook
2016,police,Elmhurst Police Pension Fund,58938100.9,91841507.64,Cook
2016,police,Elmwood Park Police Pension Fund,15915931.04,41995516.16,Cook
2016,police,Eureka Police Pension Fund,547878.34,500738.5,Woodford
2016,police,Evanston Police Pension Fund,108422254.4,202327124.2,Cook
2016,police,Evergreen Park Police Pension Fund,48962548.05,64634021.85,Cook
2016,police,Fairfield Police Pension Fund,2563219.61,7357593.98,Wayne
2016,police,Fairview Heights Police Pension Fund,25696336.74,36428916.68,St. Clair
2016,police,Flora Police Pension Fund,5462072.17,8304239.56,Clay
2016,police,Flossmoor Police Pension Fund,13321915.5,20339050.97,Cook
2016,police,Forest Park Police Pension Fund,22382161.72,42640875,Cook
2016,police,Forest View Police Pension Fund,2688426.47,9751408.15,Cook
2016,police,Fox Lake Police Pension Fund,14879074.98,18691264.61,Lake
2016,police,Fox River Grove Police Pension Fund,2571248.34,8967052,Lake
2016,police,Frankfort Police Pension Fund,11592313.81,20028960.43,Cook
2016,police,Franklin Park Police Pension Fund,24431474.35,55970059.11,Cook
2016,police,Freeport Police Pension Fund,22625776.24,42864142.9,Stephenson
2016,police,Galesburg Police Pension Fund,25910045.66,48848928.81,Knox
2016,police,Geneseo Police Pension Fund,5365144.92,9325530.95,Henry
2016,police,Geneva Police Pension Fund,19573436.66,35122780.41,Kane
2016,police,Genoa Police Pension Fund,1608048.79,5318640.88,DeKalb
2016,police,Gilberts Police Pension Fund,1964355.51,3442977.08,Kane
2016,police,Glen Carbon Police Pension Fund,6307005.37,7518914.84,Madison
2016,police,Glen Ellyn Police Pension Fund,29082060.72,43352737.5,DuPage
2016,police,Glencoe Police Pension Fund,32713868.06,48460152.29,Cook
2016,police,Glendale Heights Police Pension Fund,36773155.6,57457284.85,DuPage
2016,police,Glenview Police Pension Fund,75360047.46,95326711.63,Cook
2016,police,Glenwood Police Pension Fund,7999592.55,14957671.17,Cook
2016,police,Granite City Police Pension Fund,17607646.42,53756381.74,Madison
2016,police,Grayslake Police Pension Fund,17900572.93,21774787.1,Lake
2016,police,Greenville Police Pension Fund,4274843.75,6436229.7,Bond
2016,police,Gurnee Police Pension Fund,40508153.56,59196271.36,Lake
2016,police,Hampshire Police Pension Fund,1197924.18,2847719.76,Kane
2016,police,Hanover Park Police Pension Fund,30879890.46,54808708.67,Cook
2016,police,Harrisburg Police Pension Fund,5496093.92,10312595.49,Saline
2016,police,Harvard Police Pension Fund,9867534.17,14991864.8,McHenry
2016,police,Harvey Police Pension Fund,16213263.41,31677082.49,Cook
2016,police,Harwood Heights Police Pension Fund,17499285.9,26748199.64,Cook
2016,police,Hawthorn Woods Police Pension Fund,3361769.56,5771877.62,Lake
2016,police,Hazel Crest Police Pension Fund,15132674.36,25991436.99,Cook
2016,police,Herrin Police Pension Fund,6553064.79,12564611.89,Williamson
2016,police,Hickory Hills Police Pension Fund,22854907.41,32186172.04,Cook
2016,police,Highland Park Police Pension Fund,37304717.26,77264638.39,Lake
2016,police,Highland Police Pension Fund,10429337.95,15327410.26,Madison
2016,police,Highwood Police Pension Fund,3027354.26,4651036.68,Lake
2016,police,Hillsboro Police Pension Fund,1638549.58,3053414.22,Montgomery
2016,police,Hillside Police Pension Fund,17828552.37,37038850.05,Cook
2016,police,Hinsdale Police Pension Fund,27936995.63,34780399.59,Cook
2016,police,Hodgkins Police Pension Fund,13309386.28,22627536.76,Cook
2016,police,Hoffman Estates Police Pension Fund,73938007.31,125021316.4,Cook
2016,police,Homewood Police Pension Fund,25781718.9,46216665.88,Cook
2016,police,Hoopeston Police Pension Fund,3336581.75,5074052.86,Vermilion
2016,police,Huntley Police Pension Fund,7774025.49,15134069.84,Kane
2016,police,Island Lake Police Pension Fund,3725944.83,7653815.84,Lake
2016,police,Itasca Police Pension Fund,15714604.95,31079615.54,DuPage
2016,police,Jacksonville Police Pension Fund,16964866.94,29236965.28,Morgan
2016,police,Jerseyville Police Pension Fund,3426460.4,11075429.89,Jersey
2016,police,Johnsburg Police Pension Fund,2355548.3,5881071.88,McHenry
2016,police,Joliet Police Pension Fund,199561037.9,335713248.5,Kendall
2016,police,Kankakee Police Pension Fund,21849694.76,62816162.02,Kankakee
2016,police,Kenilworth Police Pension Fund,7126523.4,13342502.04,Cook
2016,police,Kewanee Police Pension Fund,9383784.3,15905028.07,Henry
2016,police,Kildeer Police Pension Fund,4106452.05,10293132.14,Lake
2016,police,Lagrange Park Police Pension Fund,14209327.22,24861161.92,Cook
2016,police,Lagrange Police Pension Fund,17233228.19,35416216.41,Cook
2016,police,Lake Bluff Police Pension Fund,9277206.38,16613217.7,Lake
2016,police,Lake Forest Police Pension Fund,28957735.62,53255250.03,Lake
2016,police,Lake In The Hills Police Pension Fund,26306858.25,32588260.24,McHenry
2016,police,Lake Villa Police Pension Fund,5211002.83,12452349.88,Lake
2016,police,Lake Zurich Police Pension Fund,20271345.23,39673191.66,Lake
2016,police,Lakemoor Police Pension Fund,462305.55,1427861.21,Lake
2016,police,Lansing Police Pension Fund,33404633.18,74295534.69,Cook
2016,police,Lasalle Police Pension Fund,6773797.92,19120663.8,LaSalle
2016,police,Lawrenceville Police Pension Fund,4171852.42,5563563.43,Lawrence
2016,police,Lemont Police Pension Fund,14686850.91,21571888.75,Cook
2016,police,Libertyville Police Pension Fund,28907689.09,51535050.06,Lake
2016,police,Lincoln Police Pension Fund,9811154.29,22347033.73,Logan
2016,police,Lincolnshire Police Pension Fund,21449214.48,23940555.35,Lake
2016,police,Lincolnwood Police Pension Fund,19999550.54,42811382,Cook
2016,police,Lindenhurst Police Pension Fund,7449965.06,8732444.78,Lake
2016,police,Lisle Police Pension Fund,27176799.56,38414958.19,DuPage
2016,police,Litchfield Police Pension Fund,5166805.34,9954523.61,Montgomery
2016,police,Lockport Police Pension Fund,20386932.74,31839757.98,Will
2016,police,Lombard Police Pension Fund,63379094.1,92933210.92,DuPage
2016,police,Loves Park Police Pension Fund,13254607.56,24720736.12,Boone
2016,police,Lynwood Police Pension Fund,2958774.81,9111620.77,Cook
2016,police,Lyons Police Pension Fund,10036799.11,27083010.8,Cook
2016,police,Macomb Police Pension Fund,13474495.47,20769834.23,McDonough
2016,police,Madison Police Pension Fund,2016804.07,10802495.97,Madison
2016,police,Mahomet Police Pension Fund,1212427.65,1893164.76,Champaign
2016,police,Manhattan Police Pension Fund,1620175.53,5811556.59,Will
2016,police,Manteno Police Pension Fund,6631770.77,7327186.65,Kankakee
2016,police,Marengo Police Pension Fund,5122291.92,11639121.53,McHenry
2016,police,Marion Police Pension Fund,10823659.38,17974786.61,Williamson
2016,police,Markham Police Pension Fund,18215680.2,25588148.04,Cook
2016,police,Marseilles Police Pension Fund,3656664.97,4584658.38,LaSalle
2016,police,Maryville Police Pension Fund,2700160.89,3894723.01,Madison
2016,police,Mascoutah Police Pension Fund,4983267.74,6780160.73,St. Clair
2016,police,Matteson Police Pension Fund,22766445.09,42049800.08,Cook
2016,police,Mattoon Police Pension Fund,17625976.51,38470062.73,Coles
2016,police,Maywood Police Pension Fund,18254931.09,54087882.77,Cook
2016,police,Mccook Police Pension Fund,9704666.36,18841319.62,Cook
2016,police,Mchenry Police Pension Fund,22004521.9,40931632.83,McHenry
2016,police,Melrose Park Police Pension Fund,23563560.11,69225088.62,Cook
2016,police,Mendota Police Pension Fund,5701768.57,10121198.94,LaSalle
2016,police,Metropolis Police Pension Fund,5975285.03,9345736.72,Massac
2016,police,Midlothian Police Pension Fund,14337767.58,19423527.97,Cook
2016,police,Milan Police Pension Fund,6029622.67,12004007.98,Rock Island
2016,police,Minooka Police Pension Fund,6092239.45,8210550.28,Grundy
2016,police,Mokena Police Pension Fund,18449408.7,21632970.74,Will
2016,police,Moline Police Pension Fund,37979587.75,88729345.86,Rock Island
2016,police,Monee Police Pension Fund,1314718.42,3768747.27,Will
2016,police,Monmouth Police Pension Fund,7131077.01,13441865.07,Warren
2016,police,Montgomery Police Pension Fund,8773325.54,14196508.97,Kane
2016,police,Monticello Police Pension Fund,1111219.4,3154454.26,Piatt
2016,police,Morris Police Pension Fund,12861916.03,20892426.96,Grundy
2016,police,Morton Grove Police Pension Fund,33142218.22,62624692.03,Cook
2016,police,Morton Police Pension Fund,11700557.89,15203818.39,Tazewell
2016,police,Mt Carmel Police Pension Fund,3768227.49,7586940.14,Wabash
2016,police,Mt Prospect Police Pension Fund,63159303.06,108761415.6,Cook
2016,police,Mt Vernon Police Pension Fund,18813499.1,26962341.79,Jefferson
2016,police,Mt Zion Police Pension Fund,1077015.93,2305266.56,Macon
2016,police,Mundelein Police Pension Fund,25425854.73,44826509.14,Lake
2016,police,Murphysboro Police Pension Fund,5472134.02,10512908.45,Jackson
2016,police,Naperville Police Pension Fund,155387467.6,201334623,DuPage
2016,police,New Lenox Police Pension Fund,18489403.77,27496518.28,Will
2016,police,Niles Police Pension Fund,30477357.2,77532308.18,Cook
2016,police,Normal Police Pension Fund,33373664.48,63752158.12,McLean
2016,police,Norridge Police Pension Fund,25293064.28,42986780.71,Cook
2016,police,North Aurora Police Pension Fund,14657727.53,22684285.2,Kane
2016,police,North Chicago Police Pension Fund,16649114.98,49269987.41,Lake
2016,police,North Riverside Police Pension Fund,15765542.66,37158265.4,Cook
2016,police,Northbrook Police Pension Fund,45817190.56,84725073.28,Cook
2016,police,Northfield Police Pension Fund,16211958.81,27747043.01,Cook
2016,police,Northlake Police Pension Fund,18221484.11,30185385.45,Cook
2016,police,Oak Brook Police Pension Fund,35308515.8,51901631.79,Cook
2016,police,Oak Forest Police Pension Fund,27065693.71,44312332.16,Cook
2016,police,Oak Lawn Police Pension Fund,75771235.82,145004154.4,Cook
2016,police,Oak Park Police Pension Fund,90955097.84,150968165.8,Cook
2016,police,Oakbrook Terrace Police Pension Fund,11185917.72,21277535.15,DuPage
2016,police,O'Fallon Police Pension Fund,26702482.68,32399686.21,St. Clair
2016,police,Oglesby Police Pension Fund,2845645.92,6392957.91,LaSalle
2016,police,Olney Police Pension Fund,4391965.68,11182857.73,Richland
2016,police,Olympia Fields Police Pension Fund,8679186.95,20257611.73,Cook
2016,police,Orland Hills Police Pension Fund,3014621.16,7910917.52,Cook
2016,police,Orland Park Police Pension Fund,80845730.13,105385990.8,Cook
2016,police,Oswego Police Pension Fund,23562056.43,29160826.45,Kendall
2016,police,Ottawa Police Pension Fund,18729394.29,27386861.47,LaSalle
2016,police,Palatine Police Pension Fund,69228057.02,116432329,Cook
2016,police,Palos Heights Police Pension Fund,18764696.07,35931971.63,Cook
2016,police,Palos Hills Police Pension Fund,16951652.17,30063052.09,Cook
2016,police,Palos Park Police Pension Fund,2649859.67,5443178.16,Cook
2016,police,Pana Police Pension Fund,3018643.35,7140942.78,Christian
2016,police,Paris Police Pension Fund,6277567.2,9053826.04,Edgar
2016,police,Park City Police Pension Fund,1567654.63,7376930.37,Lake
2016,police,Park Forest Police Pension Fund,20253387.76,42353696.97,Cook
2016,police,Park Ridge Police Pension Fund,44831860.96,68638556.4,Cook
2016,police,Pekin Police Pension Fund,29686069.34,48623752.41,Tazewell
2016,police,Peoria Heights Police Pension Fund,2180633.8,5356242.84,Peoria
2016,police,Peoria Police Pension Fund,163727253.5,289795187.8,Peoria
2016,police,Peotone Police Pension Fund,1321233.99,5133612.83,Will
2016,police,Peru Police Pension Fund,8718556.66,18780012.02,LaSalle
2016,police,Pinckneyville Police Pension Fund,715003.36,3574016.28,Perry
2016,police,Plainfield Police Pension Fund,25956315.44,31022870.43,Kendall
2016,police,Plano Police Pension Fund,5407514.16,7506969.66,Kendall
2016,police,Pontiac Police Pension Fund,9190300.52,13586024.34,Livingston
2016,police,Pontoon Beach Police Pension Fund,3823193,10089756.38,Madison
2016,police,Posen Police Pension Fund,4096284.49,5300390.13,Cook
2016,police,Princeton Police Pension Fund,7978388.41,10202928.47,Bureau
2016,police,Prospect Heights Police Pension Fund,13682604.11,19661687.52,Cook
2016,police,Quincy Police Pension Fund,34691356.61,65361456.44,Adams
2016,police,Rantoul Police Pension Fund,17530298.64,26593121.99,Champaign
2016,police,Richton Park Police Pension Fund,13623637.05,23348487.18,Cook
2016,police,River Forest Police Pension Fund,21625994.41,39099012.99,Cook
2016,police,River Grove Police Pension Fund,8152155.77,24642452.5,Cook
2016,police,Riverdale Police Pension Fund,15073438.69,37328768.56,Cook
2016,police,Riverside Police Pension Fund,9072447.35,24462480.41,Cook
2016,police,Robbins Police Pension Fund,372357.16,1648598.97,Cook
2016,police,Robinson Police Pension Fund,5165430.36,7152475.03,Crawford
2016,police,Rochelle Police Pension Fund,11550300.08,16291710.39,Ogle
2016,police,Rock Falls Police Pension Fund,7269961.03,13371884.73,Whiteside
2016,police,Rock Island Police Pension Fund,33994271.32,84609829.12,Rock Island
2016,police,Rockford Police Pension Fund,187981222.5,324954214.7,Winnebago
2016,police,Rockton Police Pension Fund,4411923.97,5695882.03,Winnebago
2016,police,Rolling Meadows Police Pension Fund,38990707.12,70440426.39,Cook
2016,police,Romeoville Police Pension Fund,35947283.74,53092067.62,Will
2016,police,Roscoe Police Pension Fund,3248138.14,6144544.46,Winnebago
2016,police,Roselle Police Pension Fund,24598779.58,40449859.92,Cook
2016,police,Round Lake Beach Police Pension Fund,19905961,27397622.93,Lake
2016,police,Round Lake Park Police Pension Fund,1798970,8321908.22,Lake
2016,police,Round Lake Police Pension Fund,6521581.71,10314016.2,Lake
2016,police,Salem Police Pension Fund,5455556.18,11265223.01,Marion
2016,police,Sandwich Police Pension Fund,4452354.03,8977386.2,DeKalb
2016,police,Sauk Village Police Pension Fund,5842599.42,13249434.1,Cook
2016,police,Savanna Police Pension Fund,1990439,4689175.47,Carroll
2016,police,Schaumburg Police Pension Fund,102209867.2,169483476.6,Cook
2016,police,Schiller Park Police Pension Fund,17421167.55,38122071.06,Cook
2016,police,Shelbyville Police Pension Fund,2354474.74,4731735.77,Shelby
2016,police,Shiloh Police Pension Fund,4720303.12,5868116.24,St. Clair
2016,police,Shorewood Police Pension Fund,12318648.37,13482555.34,Will
2016,police,Silvis Police Pension Fund,6311801.09,11968053.79,Rock Island
2016,police,Skokie Police Pension Fund,83540625.44,134965963,Cook
2016,police,South Barrington Police Pension Fund,9026027.26,14511733.52,Cook
2016,police,South Beloit Police Pension Fund,3454636.45,5479460.74,Winnebago
