Year,Type,Fund_Name,Assets,Liabilities
2014,police,WASHINGTON PARK POLICE PENSION FUND,2033651.67,3544308.29
2014,police,WASHINGTON POLICE PENSION FUND,6667487.45,10898309.1
2014,police,WATERLOO POLICE PENSION FUND,4414100.05,7598578.59
2014,police,WATSEKA POLICE PENSION FUND,2160734.14,8785897.33
2014,police,WAUCONDA POLICE PENSION FUND,9943133.11,18748535.11
2014,police,WAUKEGAN POLICE PENSION FUND,71674431.26,153568780.9
2014,police,WAYNE POLICE PENSION FUND,1671799.87,4036110.85
2014,police,WEST CHICAGO POLICE PENSION FUND,23706352.5,41140277.5
2014,police,WEST DUNDEE POLICE PENSION FUND,9914142.22,17160236.89
2014,police,WEST FRANKFORT POLICE PENSION FUND,4896508.24,9856553.05
2014,police,WESTCHESTER POLICE PENSION FUND,25202756.03,39598796.91
2014,police,WESTERN SPRINGS POLICE PENSION FUND,13476419.07,23174515.32
2014,police,WESTMONT POLICE PENSION FUND,24731323.23,53367822.71
2014,police,WHEATON POLICE PENSION FUND,45393481.52,70746598.5
2014,police,WHEELING POLICE PENSION FUND,43996101.31,65917486.63
2014,police,WILLOW SPRINGS POLICE PENSION FUND,1265357.43,9441742.01
2014,police,WILLOWBROOK POLICE PENSION FUND,17812892.43,25014312.37
2014,police,WILMETTE POLICE PENSION FUND,40538131.97,58611523.63
2014,police,WILMINGTON POLICE PENSION FUND,4244682.07,7683487.88
2014,police,WINFIELD POLICE PENSION FUND,7504734.03,15845125.51
2014,police,WINNETKA POLICE PENSION FUND,24838562.08,34414569.86
2014,police,WINTHROP HARBOR POLICE PENSION FUND,3503415.91,4281270.08
2014,police,WOOD DALE POLICE PENSION FUND,20734197.6,33888610.03
2014,police,WOOD RIVER POLICE PENSION FUND,9198914.95,14520917.54
2014,police,WOODRIDGE POLICE PENSION FUND,31514123.38,57396465.26
2014,police,WOODSTOCK POLICE PENSION FUND,18331911.76,27953621.84
2014,police,WORTH POLICE PENSION FUND,10321614.75,23423022.33
2014,police,YORKVILLE POLICE PENSION FUND,5725910.2,14604834.31
2014,police,ZION POLICE PENSION FUND,26939533.79,44139712.6
2015,fire,ADDISON FIREFIGHTERS PENSION FUND,43605958.17,69905026.38
2015,fire,ALGONQUIN LAKE IN THE HILLS FPD PENSION FUND,18441583.4,24449722.97
2015,fire,ALSIP FIREFIGHTERS PENSION FUND,23107631.79,40702045.43
2015,fire,ALTON FIREFIGHTERS PENSION FUND,19348609.54,64638158.49
2015,fire,ANNA FIREFIGHTERS PENSION FUND,1901406.52,4142501.29
2015,fire,ARLINGTON HEIGHTS FIREFIGHTERS PENSION FUND,93205761.09,133503699.7
2015,fire,ATWOOD FPD FIREFIGHTERS PENSION FUND,-10005.85,89180.3
2015,fire,AURORA FIREFIGHTERS PENSION FUND,145686263.5,271489777.7
2015,fire,BARRINGTON FIREFIGHTERS PENSION FUND,15557026.67,17333963.13
2015,fire,BARTLETT FPD FIREFIGHTERS PENSION FUND,15069194.39,22090200.78
2015,fire,BATAVIA FIREFIGHTERS PENSION FUND,14744261.54,20215081.28
2015,fire,BEACH PARK FPD FIREFIGHTERS PENSION FUND,1043137.41,1683203.12
2015,fire,BEARDSTOWN FIREFIGHTERS PENSION FUND,962372.73,1662438.74
2015,fire,BELLEVILLE FIREFIGHTERS PENSION FUND,25196939.99,58494329.39
2015,fire,BELLWOOD FIREFIGHTERS PENSION FUND,22318944.29,34576009.21
2015,fire,BELVIDERE FIREFIGHTERS PENSION FUND,14074826.2,22896748.96
2015,fire,BEMENT FPD FIREFIGHTERS PENSION FUND,280964.4,773953.08
2015,fire,BENSENVILLE FIREFIGHTERS PENSION FUND,10460470.55,27613772.02
2015,fire,BENTON FIREFIGHTERS PENSION FUND,3698688.93,4259707.31
2015,fire,BERWYN FIREFIGHTERS PENSION FUND,52694399.9,87084624.84
2015,fire,BLOOMINGDALE FPD FIREFIGHTERS PENSION FUND,27484545.07,42252640.14
2015,fire,BLOOMINGTON FIREFIGHTERS PENSION FUND,49703070.49,102006488.9
2015,fire,BLUE ISLAND FIREFIGHTERS PENSION FUND,5328934.69,22555160.35
2015,fire,BOLINGBROOK FIREFIGHTERS PENSION FUND,47438057.47,87416431.21
2015,fire,BOURBONNAIS FPD FIREFIGHTERS PENSION FUND,1803643.55,2554026.47
2015,fire,BRADLEY FIREFIGHTERS PENSION FUND,692203.4,1427972.36
2015,fire,BRIDGEVIEW FIREFIGHTERS PENSION FUND,22985738.63,43737913.15
2015,fire,BRISTOL-KENDALL  FIREFIGHTER'S PENSION FUND,308800.28,334487.1
2015,fire,BROADVIEW FIREFIGHTERS PENSION FUND,19928657.37,36997869.76
2015,fire,BROOKFIELD FIREFIGHTERS PENSION FUND,14507269.25,21724249.23
2015,fire,BUFFALO GROVE FIREFIGHTERS PENSION FUND,51703859.46,67508818.49
2015,fire,BURBANK FIREFIGHTERS PENSION FUND,24815353.99,33388552.97
2015,fire,BURLINGTON COMMUNITY FPD FIREFIGHTERS' PENSION FUN,298107.99,564005.18
2015,fire,BYRON FPD FIREFIGHTERS PENSION FUND,10864277.19,12047731.9
2015,fire,CAIRO FIREFIGHTERS PENSION FUND,432373.42,3549183.08
2015,fire,CALUMET CITY FIREFIGHTERS PENSION FUND,32417301.64,63617659.8
2015,fire,CANTON FIREFIGHTERS PENSION FUND,7237086.75,16819663.63
2015,fire,CARBONDALE FIREFIGHTERS PENSION FUND,13755134.46,27394870.73
2015,fire,CARBONDALE TOWNSHIP FIREFIGHTERS PENSION FUND,1152266.57,857805.9
2015,fire,CAROL STREAM FPD FIREFIGHTERS PENSION FUND,35084133.95,47803854.39
2015,fire,CARPENTERSVILLE FIREFIGHTERS PENSION FUND,19728472.87,27330887.76
2015,fire,CARTERVILLE FIREFIGHTER'S PENSION FUND,384622.77,943938.61
2015,fire,CARY FPD FIREFIGHTERS PENSION FUND,3659985.64,4434513.85
2015,fire,CENTRAL STICKNEY FPD FIREFIGHTERS PENSION FUND,7631.28,0
2015,fire,CENTRALIA FIREFIGHTERS PENSION FUND,11621204.5,17954990.62
2015,fire,CENTRALIA FPD FIREFIGHTERS PENSION FUND,478702.56,789327.26
2015,fire,CHAMPAIGN FIREFIGHTERS PENSION FUND,75774909.73,96976753.01
2015,fire,CHANNAHON FIRE PROTECTION DISTRICT FIREFIGHTERS PE,4469284.81,3174090.4
2015,fire,CHARLESTON FIREFIGHTERS PENSION FUND,13766228.26,29194984.71
2015,fire,CHATHAM FPD FIREFIGHTER'S PENSION FUND,2460858.31,4655545.41
2015,fire,CHERRY VALLEY FPD FIREFIGHTER'S PENSION FUND,2844913.18,3572114.88
2015,fire,CHICAGO HEIGHTS FIREFIGHTERS PENSION FUND,34759516.29,75112938.37
2015,fire,CHICAGO RIDGE FIREFIGHTERS PENSION FUND,11031318.56,18193411.06
2015,fire,CICERO FIREFIGHTERS PENSION FUND,29758407.21,96992554.02
2015,fire,CLARENDON HILLS FIREFIGHTERS PENSION FUND,1163442.87,1592132.42
2015,fire,CLINTON FIREFIGHTERS PENSION FUND,1626656.14,2696406.06
2015,fire,COAL CITY FIREFIGHTER'S PENSION FUND,955347.55,1123466.22
2015,fire,COLLINSVILLE FIREFIGHTERS PENSION FUND,21547013.59,28692875.86
2015,fire,COUNTRY CLUB HILLS  FIREFIGHTERS PENSION FUND,7062349.49,13066495.61
2015,fire,COUNTRYSIDE FPD FIREFIGHTERS  PENSION FUND,25086366.02,35438411.76
2015,fire,CRYSTAL LAKE FIREFIGHTERS PENSION FUND,27547499.68,40265745.79
2015,fire,DANVILLE FIREFIGHTERS PENSION FUND,12899490.4,59133372.37
2015,fire,DARIEN WOODRIDGE FPD FIREFIGHTERS PENSION FUND,18674692.11,27747380.72
2015,fire,DECATUR FIREFIGHTERS PENSION FUND,72157792.78,130035888.3
2015,fire,DEERFIELD-BANNOCKBURN FIRE PROTECTION DISTRICT,34423908.1,43476097.81
2015,fire,DEKALB FIREFIGHTERS PENSION FUND,24728325.7,64869667.47
2015,fire,DES PLAINES FIREFIGHTERS PENSION FUND,70952888.17,134035782.1
2015,fire,DIXON COMMUNITY FPD FIREFIGHTER PENSION FUND,4544565.08,8349355.49
2015,fire,DIXON FIREFIGHTERS PENSION FUND,8529589.9,16131525.98
2015,fire,DOLTON FIREFIGHTERS PENSION FUND,12548495.14,17114285.56
2015,fire,DOWNERS GROVE FIREFIGHTERS PENSION FUND,47072445.23,85592960.11
2015,fire,DUQUOIN FIREFIGHTERS PENSION FUND,2791248.81,6426792.92
2015,fire,EAST ALTON FIREFIGHTERS PENSION FUND,1898013.33,6627617.53
2015,fire,EAST DUNDEE/COUNTRYSIDE FPD FIREFIGHTERS PENSION F,2399744.89,4545687.66
2015,fire,EAST JOLIET FPD FIREFIGHTERS PENSION FUND,2403198.27,1830929.08
2015,fire,EAST MOLINE FIREFIGHTERS PENSION FUND,23682562.99,32626131.91
2015,fire,EAST PEORIA FIREFIGHTERS PENSION FUND,20065569.91,35162968.18
2015,fire,EAST ST LOUIS FIREFIGHTERS PENSION FUND,9327601.67,58679307.69
2015,fire,EDWARDSVILLE FIREFIGHTERS PENSION FUND,13059638.2,20136124.12
2015,fire,EFFINGHAM FIREFIGHTERS PENSION FUND,9142376.72,14153887.07
2015,fire,ELBURN/COUNTRYSIDE FPD FIREFIGHTERS PENSION FUND,6075631.99,7875726.05
2015,fire,ELGIN FIREFIGHTERS PENSION FUND,70211904.24,145149268.8
2015,fire,ELK GROVE VILLAGE FIREFIGHTERS PENSION FUND,62717969.01,112792876.2
2015,fire,ELMHURST FIREFIGHTERS PENSION FUND,37938197,56516317.62
2015,fire,ELMWOOD PARK FIREFIGHTERS PENSION FUND,13479441.55,31952932.32
2015,fire,ELWOOD FIRE PROTECTION DISTRICT,1145694.88,1454017.2
2015,fire,EVANSTON FIREFIGHTERS PENSION FUND,70576300.23,149291453.5
2015,fire,EVERGREEN PARK FIREFIGHTERS PENSION FUND,669469.63,3374078.62
2015,fire,FAIRFIELD FIREFIGHTERS PENSION FUND,1771767.66,3622361.48
2015,fire,FAIRVIEW/CASEYVILLE FPD FIREFIGHTERS  PENSION FUND,2458041.09,3357601.18
2015,fire,FLOSSMOOR FIREFIGHTERS PENSION FUND,2196349.19,5646391.36
2015,fire,FOREST PARK FIREFIGHTERS PENSION FUND,14816867.28,31499519.45
2015,fire,FOREST VIEW FIREFIGHTERS PENSION FUND,1988551.09,5664109.48
2015,fire,FOSTERBURG FPD FIREFIGHTERS PENSION FUND,1366789.15,2143372.61
2015,fire,FOX LAKE FIREFIGHTERS PENSION FUND,777934.33,985347.95
2015,fire,FOX RIVER GROVE FPD FIREFIGHTERS PENSION FUND,0,0
2015,fire,FRANKFORT FPD FIREFIGHTERS PENSION FUND,12564583.39,15502747.03
2015,fire,FRANKLIN PARK FIREFIGHTERS PENSION FUND,25645615.37,51178585.26
2015,fire,FREEPORT FIREFIGHTERS PENSION FUND,33557948.61,45088981.78
2015,fire,GALESBURG FIRE FIGHTERS PENSION FUND,22237687.22,47483150.81
2015,fire,GENEVA FIREFIGHTERS PENSION FUND,13520467.24,17511183.57
2015,fire,GLENCOE FIREFIGHTERS PENSION FUND,7655.18,715578.35
2015,fire,GLENSIDE FPD FIREFIGHTERS PENSION FUND,8739532.62,16408204.47
2015,fire,GLENVIEW FIREFIGHTERS PENSION FUND,72971098.82,114663408.9
2015,fire,GLENWOOD FIREFIGHTERS PENSION FUND,2588677.37,4798426.66
2015,fire,GODFREY PAID FIREFIGHTERS PENSION FUND,7013463.15,9783466.52
2015,fire,GRANITE CITY FIREFIGHTERS PENSION FUND C/O GAIL VA,16129560.64,56625373.61
2015,fire,GRAYSLAKE FPD FIREFIGHTERS PENSION FUND,13084226.21,20958566.08
2015,fire,GREATER ROUND LAKE FPD FIREFIGHTERS PENSION FUND,15747173.86,19288675.05
2015,fire,GURNEE FIREFIGHTERS PENSION FUND,28354981.74,39377159.69
2015,fire,HAMPSHIRE FPD FIREFIGHTERS PENSION FUND,2052074.02,2906041.78
2015,fire,HANOVER PARK FIREFIGHTERS PENSION FUND,16740508.58,26346638.09
2015,fire,HARLEM-ROSCOE FIREFIGHTERS PENSION FUND,220837.72,261746.93
2015,fire,HARRISBURG FIREFIGHTERS PENSION FUND,3785007.55,5399412.49
2015,fire,HARVEY FIREFIGHTERS PENSION FUND,11474641.01,43181569.93
2015,fire,HAZEL CREST FIREFIGHTERS PENSION FUND,7424269.38,10511242.4
2015,fire,HERRIN FIREFIGHTERS PENSION FUND,7417125.1,12892086.02
2015,fire,HIGHLAND PARK FIREFIGHTERS PENSION FUND,36046649.53,71148626.4
2015,fire,HIGHWOOD FIREFIGHTERS PENSION FUND,3438327.17,3719369.23
2015,fire,HILLSBORO FIREFIGHTER'S PENSION FUND,860105.57,1736365.26
2015,fire,HILLSIDE FIREFIGHTERS PENSION FUND,11094716.51,23231912.61
2015,fire,HINCKLEY COMMUNITY FPD FIREFIGHTER'S PENSION FUND,46643.47,126625.67
2015,fire,HINSDALE FIREFIGHTERS PENSION FUND,16672267.1,27617707.26
2015,fire,HOFFMAN ESTATES FIREFIGHTERS PENSION FUND,73228498.69,108603897.7
2015,fire,HOMER TOWNSHIP FPD FIREFIGHTERS PENSION FUND,9701368.49,11467646.25
2015,fire,HOMEWOOD FIREFIGHTERS PENSION FUND,11854318.45,17961840.45
2015,fire,HUNTLEY FPD FIREFIGHTERS PENSION FUND,20676556.77,23019847.64
2015,fire,ITASCA FPD #1 FIREFIGHTERS PENSION FUND,11692331.55,17836755.7
2015,fire,IVESDALE FPD FIREFIGHTERS PENSION FUND,142171.72,310944.09
2015,fire,JACKSONVILLE FIREFIGHTERS PENSION FUND,17340394.62,25308665.96
2015,fire,JEFFERSON FPD FIREFIGHTERS PENSION FUND,1451821.75,2791778.78
2015,fire,JERSEYVILLE FIREFIGHTER'S PENSION FUND,221856.33,305464.77
2015,fire,JOLIET FIREFIGHTERS PENSION FUND,124600194.4,242077673.4
2015,fire,JUSTICE FIREFIGHTERS PENSION FUND,190229.04,910127.69
2015,fire,KANKAKEE FIREFIGHTERS PENSION FUND,10690418.4,54066267
2015,fire,KEWANEE COMMUNITY FPD FIREFIGHTERS PENSION FUND,487445.29,1156780.35
2015,fire,KEWANEE FIREFIGHTERS PENSION FUND,8440040.41,14735401.74
2015,fire,LAGRANGE FIREFIGHTERS PENSION FUND,10188852.51,24491136.34
2015,fire,LAKE EGYPT FPD FIREFIGHTERS PENSION FUND,1438775.18,1620448.31
2015,fire,LAKE FOREST FIREFIGHTERS PENSION FUND,32193100.59,43887015.97
2015,fire,LAKE VILLA FPD FIREFIGHTER'S PENSION FUND,343205.06,0
2015,fire,LAKE ZURICH FIREFIGHTERS PENSION FUND,25316652.46,42820420.08
2015,fire,LANSING FIREFIGHTERS PENSION FUND,12776820.34,23748059.37
2015,fire,LASALLE FIREFIGHTERS PENSION FUND,1711778.52,3389143.19
2015,fire,LEMONT FPD FIREFIGHTERS PENSION FUND,23828346.95,33601538.73
2015,fire,LEYDEN FPD FIREFIGHTERS PENSION FUND,5874396.52,14861028.77
2015,fire,LIBERTYVILLE FIREFIGHTERS PENSION FUND,24286795.18,36827976.94
2015,fire,LINCOLN FIREFIGHTERS PENSION FUND,5899535.22,17496660.69
2015,fire,LINCOLN RURAL FPD FIREFIGHTERS PENSION FUND,3526290.35,4044042.5
2015,fire,LINCOLNSHIRE-RIVERWOOD FPD FIREFIGHTERS PENSION FU,31098360.94,37309392.26
2015,fire,LISLE-WOODRIDGE FPD FIREFIGHTERS PENSION FUND,58283720.94,120042998.8
2015,fire,LITCHFIELD FIREFIGHTERS PENSION FUND,5100361.68,6887957.39
2015,fire,LOCKPORT TOWNSHIP FPD PENSION FUND,39139123.44,60978827.11
2015,fire,LOMBARD FIREFIGHTERS PENSION FUND,54943154.49,70303201.99
2015,fire,LONG CREEK FPD FIREFIGHTERS PENSION FUND,691774.91,831828.89
2015,fire,LONG GROVE FIREFIGHTERS PENSION FUND,8851221.59,9526891.13
2015,fire,LYONS FIREFIGHTERS PENSION FUND,1302.13,379822.27
2015,fire,MACOMB FIREFIGHTERS PENSION FUND,10687815.12,18350018.01
2015,fire,MANHATTAN FPD FIREFIGHTER'S PENSION FUND,1002362.32,1808168.7
2015,fire,MANTENO COMMUNITY FPD FIREFIGHTERS PENSION FUND,4539728.06,5243778.71
2015,fire,MARION FIREFIGHTERS PENSION FUND,9630232.42,14879065.14
2015,fire,MARKHAM FIREFIGHTERS PENSION FUND,6776136.26,8933205.56
2015,fire,MARYVILLE FIREFIGHTER'S PENSION FUND,729768.7,1467728.44
2015,fire,MATTESON FIREFIGHTERS PENSION FUND,20343717.11,35276664.6
2015,fire,MATTOON FIREFIGHTERS PENSION FUND,16487121.06,38626096.49
2015,fire,MAYWOOD FIREFIGHTERS PENSION FUND,16778629.14,43896088.71
2015,fire,MCCOOK FIREFIGHTERS PENSION FUND,676873.46,1262929.31
2015,fire,MCHENRY TOWNSHIP FIREFIGHTERS PENSION FUND,3977289.34,344499.75
2015,fire,MELROSE PARK FIREFIGHTERS PENSION FUND,18935614.48,78598157.04
2015,fire,MENDOTA FIREFIGHTERS PENSION FUND,2555021.74,4475023.99
2015,fire,METROPOLIS FIREFIGHTERS PENSION FUND,3958763.67,7145980.32
2015,fire,MIDLOTHIAN FIREFIGHTERS PENSION FUND,8107560.37,15137874.88
2015,fire,MINOOKA FPD FIREFIGHTERS PENSION FUND,3532595.89,3111221.35
2015,fire,MOKENA FPD FIREFIGHTERS PENSION FUND,10176445.26,12841101.97
2015,fire,MOLINE FIREFIGHTERS PENSION FUND,28138409.88,85493766.29
2015,fire,MONMOUTH FIREFIGHTERS PENSION FUND,4754390.77,12599900.35
2015,fire,MONTGOMERY & COUNTRYSIDE FPD FIREFIGHTER'S PENSION,344958.97,448756.04
2015,fire,MORRIS FIREFIGHTERS' PENSION FUND,88239.77,84281.85
2015,fire,MORTON GROVE FIREFIGHTERS PENSION FUND,31118068.35,57959040.87
2015,fire,MT CARMEL FIREFIGHTERS PENSION FUND,1556091.16,2869336.33
2015,fire,MT PROSPECT FIREFIGHTERS PENSION FUND,56336305.44,98546531.38
2015,fire,MT VERNON FIREFIGHTERS PENSION FUND,14316242.88,22389571.03
2015,fire,MT ZION FPD FIREFIGHTERS PENSION FUND,1036317.46,1004975.48
2015,fire,MUNDELEIN FIREFIGHTERS PENSION FUND,17974702.34,23321620.37
2015,fire,MURPHYSBORO FIREFIGHTERS PENSION FUND,4441184.61,8762605.04
2015,fire,NAPERVILLE FIREFIGHTERS PENSION FUND,146669089.3,196545961.2
2015,fire,NEW LENOX FPD FIREFIGHTERS PENSION FUND,3269707.59,2980714.12
2015,fire,NEWPORT TOWNSHIP FPD FIREFIGHTERS PENSION FUND,1071163.76,1810136.01
2015,fire,NILES FIREFIGHTERS PENSION FUND,29740386.06,68962408.88
2015,fire,NORMAL FIREFIGHTERS PENSION FUND,28204449.99,49720230.89
2015,fire,NORTH AURORA FPD FIREFIGHTERS PENSION FUND,6580465.56,8147408.55
2015,fire,NORTH CHICAGO FIREFIGHTERS PENSION FUND,9378810.56,26174470.42
2015,fire,NORTH MAINE FPD FIREFIGHTERS PENSION FUND,19666379.4,30390360.27
2015,fire,NORTH PALOS FPD FIREFIGHTERS PENSION FUND,13434487.38,19573041.51
2015,fire,NORTH PARK FPD FIREFIGHTER'S PENSION FUND,108483.53,21534.89
2015,fire,NORTH RIVERSIDE FIREFIGHTERS PENSION FUND,8591533.26,24068967.67
2015,fire,NORTHBROOK FIREFIGHTERS PENSION FUND,46887680.28,78427927.29
2015,fire,NORTHLAKE FPD FIREFIGHTERS PENSION FUND,13368989.89,16811761.4
2015,fire,NORTHWEST HOMER FPD FIREFIGHTERS PENSION FUND,3321877.22,4709444.45
2015,fire,NORTHWEST ST CLAIR COUNTY FPD FIREFIGHTERS PENSION,665574.18,864254.91
2015,fire,NORWOOD PARK FPD FIREFIGHTERS PENSION FUND,14911358.07,28170181.28
2015,fire,NUNDA RURAL FPD FIREFIGHTERS PENSION FUND,8633.55,259793.26
2015,fire,OAK BROOK FIREFIGHTERS PENSION FUND,25491152.42,46271199.47
2015,fire,OAK FOREST FIREFIGHTERS PENSION FUND,19000192.99,25996542.69
2015,fire,OAK LAWN FIREFIGHTERS PENSION FUND,73771800.67,126553457.9
2015,fire,OAK PARK FIREFIGHTERS PENSION FUND,44059219.53,103665474.1
2015,fire,OAKBROOK TERRACE FIRE PROTECTION DISTRICT,1940497.97,3370059.84
2015,fire,OLNEY FIREFIGHTERS PENSION FUND,2228838.8,3929407.12
2015,fire,ORLAND FPD FIREFIGHTERS PENSION FUND,134705281.5,134285789.3
2015,fire,OSWEGO FPD FIREFIGHTERS PENSION FUND,10964096.63,11262516.25
2015,fire,OTTAWA FIREFIGHTERS PENSION FUND,13584392.84,28332217.58
2015,fire,PALATINE FIREFIGHTERS PENSION FUND,62082377.12,109619082.8
2015,fire,PALATINE RURAL FPD FIREFIGHTERS PENSION FUND,10784872.38,12841626.06
2015,fire,PALOS FPD PENSION FUND,14365213.61,17617515.4
2015,fire,PALOS HEIGHTS FPD PENSION FUND,9310350.86,14523043.81
2015,fire,PARIS FIREFIGHTERS PENSION FUND,5705983.89,10542627.12
2015,fire,PARK FOREST FIREFIGHTERS PENSION FUND,11990349.72,24067793.77
2015,fire,PARK RIDGE FIREFIGHTERS PENSION FUND,41288608.98,59757426.32
2015,fire,PEKIN FIREFIGHTERS PENSION FUND,22671750.23,56624153.73
2015,fire,PEORIA FIREFIGHTERS PENSION FUND,129835709.1,237775707.4
2015,fire,PEOTONE FPD FIREFIGHTERS PENSION FUND,1421451.89,1421290.23
2015,fire,PERU FIREFIGHTERS PENSION FUND,2204826.16,3419138.72
2015,fire,PINGREE GROVE & COUNTRYSIDE FPD FIREFIGHTER'S PENS,891973.87,2704949.22
2015,fire,PLAINFIELD FPD FIREFIGHTERS PENSION FUND,17309481.51,12578936.5
2015,fire,PLEASANTVIEW FPD,31890326.06,54532630.16
2015,fire,PONTIAC FIREFIGHTERS PENSION FUND,4497300.62,8034668.61
2015,fire,POSEN FIREFIGHTERS PENSION FUND,339136.94,1279388.6
2015,fire,PRINCETON FIREFIGHTERS PENSION FUND,6703039.88,9498646.81
2015,fire,PROSPECT HEIGHTS FPD FIREFIGHTERS PENSION FUND,3872784.81,5310919.9
2015,fire,QUINCY FIREFIGHTERS PENSION FUND,27290899.01,63025870.69
2015,fire,RIVER FOREST FIREFIGHTERS PENSION FUND,15490159.77,27594684.01
2015,fire,RIVERDALE FIREFIGHTERS PENSION FUND,5013439.12,10055281.76
2015,fire,ROBBINS FIREFIGHTERS PENSION FUND,154782.02,647205.74
2015,fire,ROBERTS PARK FPD FIREFIGHTERS PENSION FUND,9876331.31,19069766.23
2015,fire,ROBINSON FIREFIGHTERS PENSION FUND,3705092.43,5767711.56
2015,fire,ROCHELLE FIREFIGHTERS PENSION FUND,8094431.57,11828445.5
2015,fire,ROCK FALLS FIREFIGHTERS PENSION FUND,6814358.03,9016041.96
2015,fire,ROCK ISLAND FIREFIGHTERS PENSION FUND,22221228.35,68567049.88
2015,fire,ROCKFORD FIREFIGHTERS PENSION FUND,158775410.6,309995245.7
2015,fire,ROLLING MEADOWS FIREFIGHTERS PENSION FUND,27894649.09,64190510.24
2015,fire,ROMEOVILLE FIREFIGHTERS PENSION FUND,7453410.23,7382617.33
2015,fire,ROSELLE FIREFIGHTERS PENSION FUND,6311873.17,8764739.02
2015,fire,RUTLAND/DUNDEE TWPS FPD FIREFIGHTER'S PENSION FUND,3055147.77,4064997.04
2015,fire,SALEM FPD FIREFIGHTERS PENSION FUND,2050357.93,2782242.79
2015,fire,SAUK VILLAGE FIREFIGHTERS PENSION FUND,151864.81,998978.95
2015,fire,SAVANNA FIREFIGHTERS PENSION FUND,1286627.74,2557335.63
2015,fire,SCHAUMBURG FIREFIGHTERS PENSION FUND,106539717.2,161220263.9
2015,fire,SCHILLER PARK FIREFIGHTERS PENSION FUND,12243020.18,22899969.54
2015,fire,SHELBYVILLE FPD FIREFIGHTERS PENSION FUND,942647.48,2085699.94
2015,fire,SIGNAL HILL FPD FIREFIGHTERS PENSION FUND,624174.86,766551.25
2015,fire,SILVIS FIREFIGHTERS PENSION FUND,402840.41,681842.7
2015,fire,SKOKIE FIREFIGHTERS PENSION FUND,71868116.63,143711304.8
2015,fire,SOUTH BELOIT FIREFIGHTERS PENSION FUND,1330527.95,2951657.46
2015,fire,SOUTH CHICAGO HEIGHTS FIREFIGHTERS PENSION FUND,40871.41,341375.66
2015,fire,SOUTH ELGIN/COUNTRYSIDE FPD FIREFIGHTERS PENSION F,10187429.78,15712223.73
2015,fire,SOUTH HOLLAND FIREFIGHTERS PENSION FUND,12402933.62,15711286.06
2015,fire,SPRINGFIELD FIREFIGHTER'S PENSION FUND,118155691.6,258403275.5
2015,fire,ST CHARLES FIREFIGHTERS PENSION FUND,34555446.01,43749165.02
2015,fire,STERLING FIREFIGHTERS PENSION FUND,12032561.13,21451845.8
2015,fire,STILLMAN FPD PENSION FUND,222350.57,290522.82
2015,fire,STREAMWOOD FIREFIGHTERS PENSION FUND,34861981.83,44142922.61
2015,fire,STREATOR FIREFIGHTERS PENSION FUND,5266283.48,13124157.61
2015,fire,SUGAR GROVE FPD FIREFIGHTER'S PENSION FUND,2677055.64,3575718.07
2015,fire,SULLIVAN FPD FIREFIGHTERS PENSION FUND,3569368.75,6075355.21
2015,fire,SWANSEA FIREFIGHTERS PENSION FUND,548990.11,1044657.83
2015,fire,SYCAMORE FIREFIGHTERS PENSION FUND,12481449.47,21317900.46
2015,fire,TAYLORVILLE FIREFIGHTERS PENSION FUND,5572135.67,8641932.88
2015,fire,TRI-STATE FPD FIREFIGHTERS PENSION FUND,31533960.86,40730656.34
2015,fire,TRI-TOWNSHIP FPD FIREFIGHTERS PENSION FUND,2160210.4,6132271.87
2015,fire,TROY FPD FIREFIGHTERS PENSION FUND,821535.41,1448622.38
2015,fire,UNIVERSITY PARK FIREFIGHTERS PENSION FUND,6117180.49,10148376.36
2015,fire,URBANA FIREFIGHTERS PENSION FUND,41640722.98,46675235.1
2015,fire,VILLA PARK FIREFIGHTERS PENSION FUND,15739725.28,24047026.45
2015,fire,WARRENVILLE FPD FIREFIGHTERS PENSION FUND,3750819.83,4950865.19
2015,fire,WAUCONDA FPD FIREFIGHTER'S PENSION FUND,18729439.93,34478706.54
2015,fire,WAUKEGAN FIREFIGHTERS PENSION FUND,59891216.39,120327166.3
2015,fire,WEST CHICAGO FPD FIREFIGHTERS PENSION FUND,29630881.42,31421017.21
2015,fire,WEST DUNDEE FIREFIGHTERS PENSION FUND,6252529.6,8809019.37
2015,fire,WEST FRANKFORT FIREFIGHTERS PENSION FUND,4741014.48,8240409.43
2015,fire,WESTCHESTER FIREFIGHTERS PENSION FUND,21328563.73,31140619.37
2015,fire,WESTERN SPRINGS FIREFIGHTERS PENSION FUND,315030.33,282341.76
2015,fire,WESTMONT FIREFIGHTERS' PENSION FUND,20329.15,0
2015,fire,WHEATON FIREFIGHTERS PENSION FUND,27227967.54,36809601.49
2015,fire,WHEELING FIREFIGHTERS PENSION FUND,34396904.45,61614668.03
2015,fire,WILLIAMSON COUNTY FIREFIGHTERS PENSION FUND,845950.87,598639.4
2015,fire,WILLOW SPRINGS FIREFIGHTERS PENSION FUND,259263.59,546656.93
2015,fire,WILMETTE FIREFIGHTERS PENSION FUND,42887366.55,67457861.55
2015,fire,WILMINGTON FPD FIREFIGHTER'S PENSION FUND,388487.14,601790.69
2015,fire,WIN-BUR-SEW FPD FIREFIGHTERS PENSION FUND,321167.43,661223.83
2015,fire,WINFIELD FPD FIREFIGHTERS PENSION FUND,4354547.48,4775984.66
